dataset=CAER
workers=32
epochs=50
batch_size=128
lr=0.01
lr_image_encoder=1e-05
lr_prompt_learner=0.001
weight_decay=0.0001
momentum=0.9
print_freq=10
milestones=[30, 40]
contexts_number=8
class_token_position=end
class_specific_contexts=True
load_and_tune_prompt_learner=False
text_type=class_names_with_context
exper_name=None
seed=1
temporal_layers=1
********************0********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [0][  0/381]	Loss 2.4779 (2.4779)	Accuracy 17.969 (17.969)
Test: [ 40/109]	Loss 0.7315 (0.6889)	Accuracy 77.344 (82.069)
Test: [ 50/109]	Loss 0.6593 (0.6946)	Accuracy 85.938 (82.016)
Test: [ 60/109]	Loss 0.7259 (0.6848)	Accuracy 80.469 (82.223)
Test: [ 70/109]	Loss 0.6177 (0.6913)	Accuracy 83.594 (81.976)
Test: [ 80/109]	Loss 0.9245 (0.6932)	Accuracy 78.125 (81.742)
Test: [ 90/109]	Loss 0.6000 (0.6897)	Accuracy 82.031 (81.885)
Test: [100/109]	Loss 0.9140 (0.6856)	Accuracy 79.688 (82.000)
Current Accuracy: 81.997
The best accuracy: 82.42002868652344
An epoch time: 96.56961107254028s
********************6********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [6][  0/381]	Loss 0.0577 (0.0577)	Accuracy 97.656 (97.656)
Epoch: [6][ 10/381]	Loss 0.1504 (0.0907)	Accuracy 96.875 (97.088)
Epoch: [6][ 20/381]	Loss 0.1324 (0.0876)	Accuracy 95.312 (97.396)
Epoch: [6][ 30/381]	Loss 0.1204 (0.0831)	Accuracy 96.094 (97.581)
Epoch: [6][ 40/381]	Loss 0.0508 (0.0744)	Accuracy 98.438 (97.752)
Epoch: [6][ 50/381]	Loss 0.0544 (0.0711)	Accuracy 99.219 (97.763)
Epoch: [6][ 60/381]	Loss 0.0736 (0.0717)	Accuracy 96.875 (97.759)
Epoch: [6][ 70/381]	Loss 0.0668 (0.0718)	Accuracy 97.656 (97.733)
Epoch: [6][ 80/381]	Loss 0.1507 (0.0754)	Accuracy 97.656 (97.656)
Epoch: [6][ 90/381]	Loss 0.0627 (0.0754)	Accuracy 99.219 (97.630)
Epoch: [6][100/381]	Loss 0.0266 (0.0734)	Accuracy 99.219 (97.649)
Epoch: [6][110/381]	Loss 0.0794 (0.0729)	Accuracy 98.438 (97.677)
Epoch: [6][120/381]	Loss 0.1254 (0.0729)	Accuracy 96.875 (97.669)
Epoch: [6][130/381]	Loss 0.0600 (0.0750)	Accuracy 98.438 (97.615)
Epoch: [6][140/381]	Loss 0.0922 (0.0764)	Accuracy 96.875 (97.562)
Epoch: [6][150/381]	Loss 0.0658 (0.0779)	Accuracy 98.438 (97.548)
Epoch: [6][160/381]	Loss 0.0750 (0.0785)	Accuracy 97.656 (97.525)
Epoch: [6][170/381]	Loss 0.1291 (0.0790)	Accuracy 94.531 (97.487)
Epoch: [6][180/381]	Loss 0.0898 (0.0784)	Accuracy 97.656 (97.514)
Epoch: [6][190/381]	Loss 0.0970 (0.0781)	Accuracy 96.875 (97.534)
Epoch: [6][200/381]	Loss 0.1335 (0.0772)	Accuracy 94.531 (97.540)
Epoch: [6][210/381]	Loss 0.0287 (0.0775)	Accuracy 99.219 (97.545)
Epoch: [6][220/381]	Loss 0.1234 (0.0797)	Accuracy 96.094 (97.472)
Epoch: [6][230/381]	Loss 0.0884 (0.0798)	Accuracy 97.656 (97.463)
Epoch: [6][240/381]	Loss 0.0415 (0.0800)	Accuracy 99.219 (97.468)
Epoch: [6][250/381]	Loss 0.1748 (0.0805)	Accuracy 95.312 (97.457)
Epoch: [6][260/381]	Loss 0.1303 (0.0809)	Accuracy 96.875 (97.441)
Epoch: [6][270/381]	Loss 0.0991 (0.0816)	Accuracy 95.312 (97.405)
Epoch: [6][280/381]	Loss 0.1392 (0.0816)	Accuracy 97.656 (97.417)
Epoch: [6][290/381]	Loss 0.1177 (0.0816)	Accuracy 96.094 (97.415)
Epoch: [6][300/381]	Loss 0.0546 (0.0826)	Accuracy 97.656 (97.397)
Epoch: [6][310/381]	Loss 0.0328 (0.0832)	Accuracy 99.219 (97.387)
Epoch: [6][320/381]	Loss 0.1679 (0.0841)	Accuracy 93.750 (97.352)
Epoch: [6][330/381]	Loss 0.1315 (0.0840)	Accuracy 97.656 (97.359)
Epoch: [6][340/381]	Loss 0.1074 (0.0840)	Accuracy 96.094 (97.354)
Epoch: [6][350/381]	Loss 0.1237 (0.0846)	Accuracy 96.094 (97.338)
Epoch: [6][360/381]	Loss 0.0397 (0.0847)	Accuracy 98.438 (97.325)
Epoch: [6][370/381]	Loss 0.0257 (0.0847)	Accuracy 99.219 (97.321)
Epoch: [6][380/381]	Loss 0.0234 (0.0847)	Accuracy 99.219 (97.320)
Test: [  0/109]	Loss 0.9829 (0.9829)	Accuracy 82.031 (82.031)
Test: [ 10/109]	Loss 0.8259 (0.8360)	Accuracy 81.250 (82.315)
Test: [ 20/109]	Loss 0.7585 (0.8347)	Accuracy 82.031 (82.292)
Test: [ 30/109]	Loss 0.4043 (0.7750)	Accuracy 90.625 (83.039)
Test: [ 40/109]	Loss 1.0046 (0.7728)	Accuracy 76.562 (83.022)
Test: [ 50/109]	Loss 0.5966 (0.7866)	Accuracy 85.156 (82.767)
Test: [ 60/109]	Loss 0.7191 (0.7797)	Accuracy 82.031 (82.812)
Test: [ 70/109]	Loss 0.5233 (0.7879)	Accuracy 82.812 (82.691)
Test: [ 80/109]	Loss 0.8608 (0.7840)	Accuracy 81.250 (82.784)
Test: [ 90/109]	Loss 0.7195 (0.7878)	Accuracy 83.594 (82.752)
Test: [100/109]	Loss 1.0164 (0.7746)	Accuracy 76.562 (82.913)
Current Accuracy: 82.958
The best accuracy: 82.95796966552734
An epoch time: 96.49267840385437s
********************7********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [7][  0/381]	Loss 0.0472 (0.0472)	Accuracy 97.656 (97.656)
Epoch: [7][ 10/381]	Loss 0.0223 (0.0394)	Accuracy 99.219 (98.935)
Epoch: [7][ 20/381]	Loss 0.0742 (0.0444)	Accuracy 98.438 (98.810)
Epoch: [7][ 30/381]	Loss 0.0095 (0.0536)	Accuracy 100.000 (98.589)
Epoch: [7][ 40/381]	Loss 0.0172 (0.0555)	Accuracy 99.219 (98.495)
Epoch: [7][ 50/381]	Loss 0.0656 (0.0583)	Accuracy 97.656 (98.407)
Epoch: [7][ 60/381]	Loss 0.1079 (0.0642)	Accuracy 97.656 (98.143)
Epoch: [7][ 70/381]	Loss 0.1932 (0.0676)	Accuracy 93.750 (98.085)
Epoch: [7][ 80/381]	Loss 0.0717 (0.0678)	Accuracy 96.875 (98.032)
Epoch: [7][ 90/381]	Loss 0.0687 (0.0700)	Accuracy 97.656 (97.965)
Epoch: [7][100/381]	Loss 0.0430 (0.0678)	Accuracy 99.219 (98.012)
Epoch: [7][110/381]	Loss 0.0354 (0.0670)	Accuracy 99.219 (98.015)
Epoch: [7][120/381]	Loss 0.0199 (0.0661)	Accuracy 99.219 (98.024)
Epoch: [7][130/381]	Loss 0.0297 (0.0659)	Accuracy 99.219 (98.050)
Epoch: [7][140/381]	Loss 0.1761 (0.0670)	Accuracy 95.312 (98.011)
Epoch: [7][150/381]	Loss 0.0199 (0.0670)	Accuracy 99.219 (98.013)
Epoch: [7][160/381]	Loss 0.0715 (0.0680)	Accuracy 96.875 (97.977)
Epoch: [7][170/381]	Loss 0.0875 (0.0687)	Accuracy 96.094 (97.953)
Epoch: [7][180/381]	Loss 0.0413 (0.0690)	Accuracy 98.438 (97.971)
Epoch: [7][190/381]	Loss 0.1160 (0.0687)	Accuracy 95.312 (97.979)
Epoch: [7][200/381]	Loss 0.0371 (0.0683)	Accuracy 98.438 (98.002)
Epoch: [7][210/381]	Loss 0.0605 (0.0680)	Accuracy 98.438 (98.008)
Epoch: [7][220/381]	Loss 0.0417 (0.0672)	Accuracy 99.219 (98.042)
Epoch: [7][230/381]	Loss 0.0297 (0.0669)	Accuracy 99.219 (98.045)
Epoch: [7][240/381]	Loss 0.1667 (0.0680)	Accuracy 97.656 (98.042)
Epoch: [7][250/381]	Loss 0.0605 (0.0680)	Accuracy 97.656 (98.045)
Epoch: [7][260/381]	Loss 0.0467 (0.0673)	Accuracy 98.438 (98.057)
Epoch: [7][270/381]	Loss 0.0920 (0.0671)	Accuracy 96.875 (98.060)
Epoch: [7][280/381]	Loss 0.1620 (0.0682)	Accuracy 95.312 (98.043)
Epoch: [7][290/381]	Loss 0.1696 (0.0697)	Accuracy 96.094 (98.005)
Epoch: [7][300/381]	Loss 0.0492 (0.0706)	Accuracy 97.656 (97.983)
Epoch: [7][310/381]	Loss 0.0834 (0.0715)	Accuracy 96.875 (97.950)
Epoch: [7][320/381]	Loss 0.0661 (0.0752)	Accuracy 98.438 (97.885)
Epoch: [7][330/381]	Loss 0.0456 (0.0753)	Accuracy 98.438 (97.862)
Epoch: [7][340/381]	Loss 0.1053 (0.0760)	Accuracy 97.656 (97.856)
Epoch: [7][350/381]	Loss 0.1655 (0.0763)	Accuracy 95.312 (97.839)
Epoch: [7][360/381]	Loss 0.0681 (0.0773)	Accuracy 98.438 (97.801)
Epoch: [7][370/381]	Loss 0.1001 (0.0779)	Accuracy 95.312 (97.772)
Epoch: [7][380/381]	Loss 0.1545 (0.0784)	Accuracy 95.312 (97.746)
Test: [  0/109]	Loss 0.7615 (0.7615)	Accuracy 82.031 (82.031)
Test: [ 10/109]	Loss 0.9751 (0.9001)	Accuracy 81.250 (80.540)
Test: [ 20/109]	Loss 0.8289 (0.9052)	Accuracy 77.344 (80.060)
Test: [ 30/109]	Loss 0.5562 (0.8750)	Accuracy 83.594 (80.494)
Test: [ 40/109]	Loss 0.9592 (0.8663)	Accuracy 76.562 (80.736)
Test: [ 50/109]	Loss 0.6735 (0.8779)	Accuracy 86.719 (80.591)
Test: [ 60/109]	Loss 0.8495 (0.8666)	Accuracy 81.250 (80.699)
Test: [ 70/109]	Loss 0.8781 (0.8815)	Accuracy 82.031 (80.513)
Test: [ 80/109]	Loss 1.0773 (0.8774)	Accuracy 75.781 (80.594)
Test: [ 90/109]	Loss 0.6025 (0.8669)	Accuracy 85.938 (80.864)
Test: [100/109]	Loss 1.0933 (0.8564)	Accuracy 77.344 (80.894)
Current Accuracy: 80.792
The best accuracy: 82.95796966552734
An epoch time: 95.47612142562866s
********************8********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [8][  0/381]	Loss 0.0999 (0.0999)	Accuracy 97.656 (97.656)
Epoch: [8][ 10/381]	Loss 0.1115 (0.1155)	Accuracy 96.875 (96.662)
Epoch: [8][ 20/381]	Loss 0.0540 (0.1050)	Accuracy 97.656 (96.949)
Epoch: [8][ 30/381]	Loss 0.0915 (0.0969)	Accuracy 99.219 (97.203)
Epoch: [8][ 40/381]	Loss 0.0647 (0.0866)	Accuracy 98.438 (97.523)
Epoch: [8][ 50/381]	Loss 0.0396 (0.0796)	Accuracy 98.438 (97.656)
Epoch: [8][ 60/381]	Loss 0.0045 (0.0756)	Accuracy 100.000 (97.772)
Epoch: [8][ 70/381]	Loss 0.1109 (0.0756)	Accuracy 96.875 (97.722)
Epoch: [8][ 80/381]	Loss 0.2186 (0.0778)	Accuracy 95.312 (97.714)
Epoch: [8][ 90/381]	Loss 0.1313 (0.0816)	Accuracy 97.656 (97.639)
Epoch: [8][100/381]	Loss 0.0590 (0.0814)	Accuracy 97.656 (97.625)
Epoch: [8][110/381]	Loss 0.0979 (0.0796)	Accuracy 97.656 (97.663)
Epoch: [8][120/381]	Loss 0.0045 (0.0779)	Accuracy 100.000 (97.695)
Epoch: [8][130/381]	Loss 0.0258 (0.0753)	Accuracy 99.219 (97.776)
Epoch: [8][140/381]	Loss 0.0516 (0.0745)	Accuracy 97.656 (97.811)
Epoch: [8][150/381]	Loss 0.0101 (0.0720)	Accuracy 100.000 (97.874)
Epoch: [8][160/381]	Loss 0.1731 (0.0703)	Accuracy 97.656 (97.943)
Epoch: [8][170/381]	Loss 0.0394 (0.0692)	Accuracy 99.219 (97.971)
Epoch: [8][180/381]	Loss 0.0278 (0.0677)	Accuracy 99.219 (97.984)
Epoch: [8][190/381]	Loss 0.1018 (0.0682)	Accuracy 97.656 (97.988)
Epoch: [8][200/381]	Loss 0.0259 (0.0675)	Accuracy 99.219 (98.006)
Epoch: [8][210/381]	Loss 0.0599 (0.0685)	Accuracy 99.219 (97.964)
Epoch: [8][220/381]	Loss 0.0544 (0.0676)	Accuracy 98.438 (97.996)
Epoch: [8][230/381]	Loss 0.0597 (0.0676)	Accuracy 97.656 (97.994)
Epoch: [8][240/381]	Loss 0.0215 (0.0675)	Accuracy 99.219 (98.006)
Epoch: [8][250/381]	Loss 0.0928 (0.0680)	Accuracy 96.875 (97.999)
Epoch: [8][260/381]	Loss 0.0472 (0.0679)	Accuracy 99.219 (97.986)
Epoch: [8][270/381]	Loss 0.0879 (0.0681)	Accuracy 97.656 (97.973)
Epoch: [8][280/381]	Loss 0.0768 (0.0690)	Accuracy 96.875 (97.943)
Epoch: [8][290/381]	Loss 0.0607 (0.0695)	Accuracy 96.875 (97.922)
Epoch: [8][300/381]	Loss 0.0321 (0.0690)	Accuracy 99.219 (97.934)
Epoch: [8][310/381]	Loss 0.0295 (0.0684)	Accuracy 99.219 (97.945)
Epoch: [8][320/381]	Loss 0.0119 (0.0680)	Accuracy 100.000 (97.956)
Epoch: [8][330/381]	Loss 0.0364 (0.0675)	Accuracy 99.219 (97.968)
Epoch: [8][340/381]	Loss 0.0622 (0.0678)	Accuracy 97.656 (97.963)
Epoch: [8][350/381]	Loss 0.0272 (0.0680)	Accuracy 99.219 (97.948)
Epoch: [8][360/381]	Loss 0.0506 (0.0679)	Accuracy 97.656 (97.935)
Epoch: [8][370/381]	Loss 0.0374 (0.0676)	Accuracy 99.219 (97.953)
Epoch: [8][380/381]	Loss 0.1304 (0.0677)	Accuracy 95.312 (97.958)
Test: [  0/109]	Loss 0.6615 (0.6615)	Accuracy 85.938 (85.938)
Test: [ 10/109]	Loss 0.8426 (0.7710)	Accuracy 82.812 (82.102)
Test: [ 20/109]	Loss 0.8952 (0.7916)	Accuracy 80.469 (81.771)
Test: [ 30/109]	Loss 0.4709 (0.7716)	Accuracy 86.719 (82.661)
Test: [ 40/109]	Loss 0.7203 (0.7591)	Accuracy 81.250 (82.946)
Test: [ 50/109]	Loss 0.6287 (0.7641)	Accuracy 87.500 (82.858)
Test: [ 60/109]	Loss 0.6393 (0.7620)	Accuracy 84.375 (82.992)
Test: [ 70/109]	Loss 0.7353 (0.7875)	Accuracy 82.812 (82.394)
Test: [ 80/109]	Loss 0.7063 (0.7804)	Accuracy 84.375 (82.581)
Test: [ 90/109]	Loss 0.5114 (0.7703)	Accuracy 87.500 (82.735)
Test: [100/109]	Loss 0.7259 (0.7626)	Accuracy 81.250 (82.782)
Current Accuracy: 82.700
The best accuracy: 82.95796966552734
An epoch time: 94.75505089759827s
********************9********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [9][  0/381]	Loss 0.0281 (0.0281)	Accuracy 99.219 (99.219)
Epoch: [9][ 10/381]	Loss 0.0897 (0.0412)	Accuracy 98.438 (98.935)
Epoch: [9][ 20/381]	Loss 0.0126 (0.0376)	Accuracy 100.000 (98.996)
Epoch: [9][ 30/381]	Loss 0.0251 (0.0368)	Accuracy 98.438 (98.916)
Epoch: [9][ 40/381]	Loss 0.0063 (0.0339)	Accuracy 100.000 (99.009)
Epoch: [9][ 50/381]	Loss 0.0070 (0.0334)	Accuracy 100.000 (98.974)
Epoch: [9][ 60/381]	Loss 0.0374 (0.0340)	Accuracy 99.219 (99.027)
Epoch: [9][ 70/381]	Loss 0.0192 (0.0344)	Accuracy 99.219 (98.999)
Epoch: [9][ 80/381]	Loss 0.0792 (0.0382)	Accuracy 98.438 (98.968)
Epoch: [9][ 90/381]	Loss 0.1574 (0.0394)	Accuracy 97.656 (98.953)
Epoch: [9][100/381]	Loss 0.1010 (0.0405)	Accuracy 96.875 (98.886)
Epoch: [9][110/381]	Loss 0.0126 (0.0421)	Accuracy 100.000 (98.825)
Epoch: [9][120/381]	Loss 0.1605 (0.0434)	Accuracy 94.531 (98.793)
Epoch: [9][130/381]	Loss 0.0111 (0.0434)	Accuracy 100.000 (98.771)
Epoch: [9][140/381]	Loss 0.0419 (0.0443)	Accuracy 97.656 (98.737)
Epoch: [9][150/381]	Loss 0.0418 (0.0441)	Accuracy 98.438 (98.738)
Epoch: [9][160/381]	Loss 0.0244 (0.0445)	Accuracy 100.000 (98.734)
Epoch: [9][170/381]	Loss 0.0852 (0.0456)	Accuracy 97.656 (98.707)
Epoch: [9][180/381]	Loss 0.0747 (0.0471)	Accuracy 98.438 (98.662)
Epoch: [9][190/381]	Loss 0.1040 (0.0485)	Accuracy 97.656 (98.622)
Epoch: [9][200/381]	Loss 0.0208 (0.0490)	Accuracy 99.219 (98.597)
Epoch: [9][210/381]	Loss 0.0347 (0.0503)	Accuracy 98.438 (98.556)
Epoch: [9][220/381]	Loss 0.0616 (0.0505)	Accuracy 96.875 (98.544)
Epoch: [9][230/381]	Loss 0.0365 (0.0508)	Accuracy 99.219 (98.532)
Epoch: [9][240/381]	Loss 0.0856 (0.0510)	Accuracy 97.656 (98.515)
Epoch: [9][250/381]	Loss 0.0213 (0.0517)	Accuracy 99.219 (98.484)
Epoch: [9][260/381]	Loss 0.0534 (0.0520)	Accuracy 98.438 (98.479)
Epoch: [9][270/381]	Loss 0.0507 (0.0530)	Accuracy 96.875 (98.446)
Epoch: [9][280/381]	Loss 0.1000 (0.0533)	Accuracy 95.312 (98.435)
Epoch: [9][290/381]	Loss 0.0175 (0.0537)	Accuracy 100.000 (98.432)
Epoch: [9][300/381]	Loss 0.3100 (0.0552)	Accuracy 94.531 (98.386)
Epoch: [9][310/381]	Loss 0.1716 (0.0561)	Accuracy 96.875 (98.360)
Epoch: [9][320/381]	Loss 0.0188 (0.0572)	Accuracy 100.000 (98.335)
Epoch: [9][330/381]	Loss 0.1451 (0.0576)	Accuracy 96.094 (98.319)
Epoch: [9][340/381]	Loss 0.0577 (0.0579)	Accuracy 98.438 (98.311)
Epoch: [9][350/381]	Loss 0.0546 (0.0575)	Accuracy 97.656 (98.317)
Epoch: [9][360/381]	Loss 0.0198 (0.0576)	Accuracy 99.219 (98.310)
Epoch: [9][370/381]	Loss 0.0190 (0.0575)	Accuracy 99.219 (98.305)
Epoch: [9][380/381]	Loss 0.0161 (0.0570)	Accuracy 99.219 (98.304)
Test: [  0/109]	Loss 0.7680 (0.7680)	Accuracy 85.156 (85.156)
Test: [ 10/109]	Loss 0.8026 (0.8164)	Accuracy 83.594 (83.949)
Test: [ 20/109]	Loss 0.8021 (0.8030)	Accuracy 79.688 (83.371)
Test: [ 30/109]	Loss 0.5169 (0.7766)	Accuracy 83.594 (83.543)
Test: [ 40/109]	Loss 0.8062 (0.7746)	Accuracy 81.250 (83.708)
Test: [ 50/109]	Loss 0.6538 (0.7846)	Accuracy 85.156 (83.640)
Test: [ 60/109]	Loss 0.6949 (0.7853)	Accuracy 83.594 (83.683)
Test: [ 70/109]	Loss 0.6582 (0.7945)	Accuracy 83.594 (83.682)
Test: [ 80/109]	Loss 0.9160 (0.7953)	Accuracy 82.031 (83.546)
Test: [ 90/109]	Loss 0.6038 (0.7932)	Accuracy 87.500 (83.628)
Test: [100/109]	Loss 0.6752 (0.7825)	Accuracy 82.812 (83.733)
Current Accuracy: 83.740
The best accuracy: 83.73977661132812
An epoch time: 96.4458794593811s
********************10********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [10][  0/381]	Loss 0.0120 (0.0120)	Accuracy 100.000 (100.000)
Epoch: [10][ 10/381]	Loss 0.0353 (0.0453)	Accuracy 97.656 (98.580)
Epoch: [10][ 20/381]	Loss 0.0976 (0.0344)	Accuracy 97.656 (98.884)
Epoch: [10][ 30/381]	Loss 0.0390 (0.0308)	Accuracy 99.219 (99.093)
Epoch: [10][ 40/381]	Loss 0.0165 (0.0358)	Accuracy 99.219 (98.952)
Epoch: [10][ 50/381]	Loss 0.0633 (0.0368)	Accuracy 96.875 (98.912)
Epoch: [10][ 60/381]	Loss 0.0090 (0.0371)	Accuracy 100.000 (98.911)
Epoch: [10][ 70/381]	Loss 0.0808 (0.0384)	Accuracy 97.656 (98.867)
Epoch: [10][ 80/381]	Loss 0.0644 (0.0432)	Accuracy 98.438 (98.736)
Epoch: [10][ 90/381]	Loss 0.1667 (0.0466)	Accuracy 95.312 (98.626)
Epoch: [10][100/381]	Loss 0.0511 (0.0472)	Accuracy 98.438 (98.615)
Epoch: [10][110/381]	Loss 0.0304 (0.0470)	Accuracy 99.219 (98.620)
Epoch: [10][120/381]	Loss 0.0181 (0.0502)	Accuracy 100.000 (98.528)
Epoch: [10][130/381]	Loss 0.0987 (0.0516)	Accuracy 98.438 (98.497)
Epoch: [10][140/381]	Loss 0.0906 (0.0540)	Accuracy 98.438 (98.421)
Epoch: [10][150/381]	Loss 0.0776 (0.0541)	Accuracy 96.094 (98.391)
Epoch: [10][160/381]	Loss 0.0426 (0.0541)	Accuracy 97.656 (98.384)
Epoch: [10][170/381]	Loss 0.0749 (0.0549)	Accuracy 96.875 (98.346)
Epoch: [10][180/381]	Loss 0.0316 (0.0539)	Accuracy 99.219 (98.373)
Epoch: [10][190/381]	Loss 0.1037 (0.0548)	Accuracy 96.094 (98.335)
Epoch: [10][200/381]	Loss 0.1414 (0.0580)	Accuracy 96.094 (98.224)
Epoch: [10][210/381]	Loss 0.0369 (0.0585)	Accuracy 99.219 (98.189)
Epoch: [10][220/381]	Loss 0.0540 (0.0595)	Accuracy 98.438 (98.148)
Epoch: [10][230/381]	Loss 0.0795 (0.0605)	Accuracy 97.656 (98.120)
Epoch: [10][240/381]	Loss 0.1474 (0.0627)	Accuracy 97.656 (98.071)
Epoch: [10][250/381]	Loss 0.0307 (0.0629)	Accuracy 98.438 (98.061)
Epoch: [10][260/381]	Loss 0.1080 (0.0633)	Accuracy 96.094 (98.045)
Epoch: [10][270/381]	Loss 0.0454 (0.0641)	Accuracy 98.438 (98.019)
Epoch: [10][280/381]	Loss 0.0391 (0.0640)	Accuracy 99.219 (98.020)
Epoch: [10][290/381]	Loss 0.0336 (0.0641)	Accuracy 99.219 (98.032)
Epoch: [10][300/381]	Loss 0.0471 (0.0636)	Accuracy 99.219 (98.048)
Epoch: [10][310/381]	Loss 0.1246 (0.0633)	Accuracy 97.656 (98.048)
Epoch: [10][320/381]	Loss 0.0560 (0.0634)	Accuracy 97.656 (98.053)
Epoch: [10][330/381]	Loss 0.0368 (0.0636)	Accuracy 99.219 (98.053)
Epoch: [10][340/381]	Loss 0.0465 (0.0642)	Accuracy 98.438 (98.034)
Epoch: [10][350/381]	Loss 0.1285 (0.0645)	Accuracy 97.656 (98.030)
Epoch: [10][360/381]	Loss 0.1410 (0.0645)	Accuracy 97.656 (98.028)
Epoch: [10][370/381]	Loss 0.1141 (0.0651)	Accuracy 97.656 (98.016)
Epoch: [10][380/381]	Loss 0.0734 (0.0658)	Accuracy 98.438 (97.999)
Test: [  0/109]	Loss 0.6609 (0.6609)	Accuracy 83.594 (83.594)
Test: [ 10/109]	Loss 0.7433 (0.7477)	Accuracy 85.156 (83.310)
Test: [ 20/109]	Loss 0.7894 (0.7470)	Accuracy 81.250 (83.185)
Test: [ 30/109]	Loss 0.5273 (0.7385)	Accuracy 86.719 (83.493)
Test: [ 40/109]	Loss 0.8041 (0.7495)	Accuracy 83.594 (83.251)
Test: [ 50/109]	Loss 0.5364 (0.7459)	Accuracy 89.062 (83.119)
Test: [ 60/109]	Loss 0.6784 (0.7517)	Accuracy 83.594 (82.979)
Test: [ 70/109]	Loss 0.8433 (0.7683)	Accuracy 78.125 (82.724)
Test: [ 80/109]	Loss 0.8346 (0.7760)	Accuracy 85.156 (82.552)
Test: [ 90/109]	Loss 0.6707 (0.7712)	Accuracy 81.250 (82.624)
Test: [100/109]	Loss 0.8303 (0.7631)	Accuracy 82.031 (82.789)
Current Accuracy: 82.685
The best accuracy: 83.73977661132812
An epoch time: 95.43434190750122s
********************11********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [11][  0/381]	Loss 0.0859 (0.0859)	Accuracy 97.656 (97.656)
Epoch: [11][ 10/381]	Loss 0.0549 (0.0640)	Accuracy 98.438 (97.727)
Epoch: [11][ 20/381]	Loss 0.0085 (0.0518)	Accuracy 100.000 (98.214)
Epoch: [11][ 30/381]	Loss 0.0448 (0.0532)	Accuracy 99.219 (98.286)
Epoch: [11][ 40/381]	Loss 0.0686 (0.0523)	Accuracy 98.438 (98.323)
Epoch: [11][ 50/381]	Loss 0.0503 (0.0525)	Accuracy 97.656 (98.284)
Epoch: [11][ 60/381]	Loss 0.0067 (0.0505)	Accuracy 100.000 (98.373)
Epoch: [11][ 70/381]	Loss 0.0257 (0.0499)	Accuracy 99.219 (98.393)
Epoch: [11][ 80/381]	Loss 0.0964 (0.0502)	Accuracy 96.875 (98.418)
Epoch: [11][ 90/381]	Loss 0.0233 (0.0501)	Accuracy 99.219 (98.438)
Epoch: [11][100/381]	Loss 0.0885 (0.0499)	Accuracy 97.656 (98.445)
Epoch: [11][110/381]	Loss 0.0108 (0.0527)	Accuracy 100.000 (98.360)
Epoch: [11][120/381]	Loss 0.0135 (0.0530)	Accuracy 99.219 (98.347)
Epoch: [11][130/381]	Loss 0.0442 (0.0535)	Accuracy 97.656 (98.324)
Epoch: [11][140/381]	Loss 0.0566 (0.0529)	Accuracy 98.438 (98.332)
Epoch: [11][150/381]	Loss 0.0483 (0.0528)	Accuracy 98.438 (98.360)
Epoch: [11][160/381]	Loss 0.0176 (0.0528)	Accuracy 100.000 (98.365)
Epoch: [11][170/381]	Loss 0.0250 (0.0529)	Accuracy 99.219 (98.355)
Epoch: [11][180/381]	Loss 0.1089 (0.0524)	Accuracy 97.656 (98.364)
Epoch: [11][190/381]	Loss 0.0321 (0.0532)	Accuracy 98.438 (98.348)
Epoch: [11][200/381]	Loss 0.0394 (0.0539)	Accuracy 99.219 (98.333)
Epoch: [11][210/381]	Loss 0.1422 (0.0544)	Accuracy 96.094 (98.323)
Epoch: [11][220/381]	Loss 0.0108 (0.0540)	Accuracy 100.000 (98.314)
Epoch: [11][230/381]	Loss 0.0542 (0.0548)	Accuracy 97.656 (98.292)
Epoch: [11][240/381]	Loss 0.0253 (0.0544)	Accuracy 99.219 (98.308)
Epoch: [11][250/381]	Loss 0.0167 (0.0539)	Accuracy 100.000 (98.319)
Epoch: [11][260/381]	Loss 0.0195 (0.0540)	Accuracy 99.219 (98.327)
Epoch: [11][270/381]	Loss 0.1968 (0.0548)	Accuracy 95.312 (98.331)
Epoch: [11][280/381]	Loss 0.0576 (0.0553)	Accuracy 97.656 (98.318)
Epoch: [11][290/381]	Loss 0.0162 (0.0559)	Accuracy 100.000 (98.306)
Epoch: [11][300/381]	Loss 0.0676 (0.0558)	Accuracy 97.656 (98.308)
Epoch: [11][310/381]	Loss 0.0608 (0.0567)	Accuracy 96.875 (98.287)
Epoch: [11][320/381]	Loss 0.0901 (0.0578)	Accuracy 97.656 (98.272)
Epoch: [11][330/381]	Loss 0.1394 (0.0585)	Accuracy 96.094 (98.251)
Epoch: [11][340/381]	Loss 0.0263 (0.0582)	Accuracy 99.219 (98.259)
Epoch: [11][350/381]	Loss 0.1198 (0.0583)	Accuracy 96.875 (98.255)
Epoch: [11][360/381]	Loss 0.0947 (0.0585)	Accuracy 96.875 (98.243)
Epoch: [11][370/381]	Loss 0.0286 (0.0586)	Accuracy 99.219 (98.223)
Epoch: [11][380/381]	Loss 0.0228 (0.0587)	Accuracy 99.219 (98.220)
