dataset=CAER
workers=32
epochs=50
batch_size=128
lr=0.01
lr_image_encoder=1e-05
lr_prompt_learner=0.001
weight_decay=0.0001
momentum=0.9
print_freq=10
milestones=[30, 40]
contexts_number=8
class_token_position=end
class_specific_contexts=True
load_and_tune_prompt_learner=True
text_type=class_descriptor
exper_name=None
seed=1
temporal_layers=1
********************0********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [0][  0/381]	Loss 3.1448 (3.1448)	Accuracy 17.188 (17.188)
Test: [ 40/109]	Loss 0.8360 (0.8794)	Accuracy 76.562 (78.963)
Test: [ 50/109]	Loss 0.7529 (0.8792)	Accuracy 83.594 (79.013)
Test: [ 60/109]	Loss 0.5557 (0.8663)	Accuracy 82.812 (79.342)
Test: [ 70/109]	Loss 0.8854 (0.8896)	Accuracy 75.000 (79.027)
Test: [ 80/109]	Loss 1.1390 (0.8901)	Accuracy 73.438 (78.983)
Test: [ 90/109]	Loss 0.7251 (0.8853)	Accuracy 83.594 (79.095)
Test: [100/109]	Loss 1.1404 (0.8899)	Accuracy 76.562 (78.945)
Current Accuracy: 78.827
The best accuracy: 79.90962219238281
An epoch time: 113.00592279434204s
********************6********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [6][  0/381]	Loss 0.0817 (0.0817)	Accuracy 97.656 (97.656)
Epoch: [6][ 10/381]	Loss 0.0636 (0.0643)	Accuracy 96.094 (98.011)
Epoch: [6][ 20/381]	Loss 0.1545 (0.0691)	Accuracy 96.094 (97.842)
Epoch: [6][ 30/381]	Loss 0.1353 (0.0644)	Accuracy 95.312 (97.933)
Epoch: [6][ 40/381]	Loss 0.0667 (0.0645)	Accuracy 97.656 (97.866)
Epoch: [6][ 50/381]	Loss 0.0447 (0.0633)	Accuracy 98.438 (97.855)
Epoch: [6][ 60/381]	Loss 0.0429 (0.0656)	Accuracy 97.656 (97.848)
Epoch: [6][ 70/381]	Loss 0.0388 (0.0663)	Accuracy 99.219 (97.843)
Epoch: [6][ 80/381]	Loss 0.0457 (0.0682)	Accuracy 99.219 (97.791)
Epoch: [6][ 90/381]	Loss 0.0760 (0.0716)	Accuracy 97.656 (97.691)
Epoch: [6][100/381]	Loss 0.0905 (0.0737)	Accuracy 97.656 (97.633)
Epoch: [6][110/381]	Loss 0.0720 (0.0761)	Accuracy 99.219 (97.600)
Epoch: [6][120/381]	Loss 0.1324 (0.0786)	Accuracy 96.094 (97.508)
Epoch: [6][130/381]	Loss 0.1139 (0.0800)	Accuracy 98.438 (97.477)
Epoch: [6][140/381]	Loss 0.1279 (0.0812)	Accuracy 95.312 (97.396)
Epoch: [6][150/381]	Loss 0.1138 (0.0832)	Accuracy 96.094 (97.377)
Epoch: [6][160/381]	Loss 0.0655 (0.0835)	Accuracy 98.438 (97.355)
Epoch: [6][170/381]	Loss 0.0793 (0.0840)	Accuracy 98.438 (97.359)
Epoch: [6][180/381]	Loss 0.0356 (0.0844)	Accuracy 99.219 (97.376)
Epoch: [6][190/381]	Loss 0.1023 (0.0831)	Accuracy 96.875 (97.403)
Epoch: [6][200/381]	Loss 0.1503 (0.0838)	Accuracy 93.750 (97.396)
Epoch: [6][210/381]	Loss 0.1748 (0.0842)	Accuracy 96.875 (97.375)
Epoch: [6][220/381]	Loss 0.2864 (0.0848)	Accuracy 93.750 (97.366)
Epoch: [6][230/381]	Loss 0.0630 (0.0843)	Accuracy 96.094 (97.362)
Epoch: [6][240/381]	Loss 0.0900 (0.0848)	Accuracy 97.656 (97.365)
Epoch: [6][250/381]	Loss 0.1066 (0.0852)	Accuracy 94.531 (97.351)
Epoch: [6][260/381]	Loss 0.1444 (0.0860)	Accuracy 96.094 (97.339)
Epoch: [6][270/381]	Loss 0.0480 (0.0859)	Accuracy 97.656 (97.325)
Epoch: [6][280/381]	Loss 0.1044 (0.0867)	Accuracy 94.531 (97.273)
Epoch: [6][290/381]	Loss 0.1321 (0.0865)	Accuracy 96.094 (97.272)
Epoch: [6][300/381]	Loss 0.1435 (0.0859)	Accuracy 97.656 (97.290)
Epoch: [6][310/381]	Loss 0.2611 (0.0859)	Accuracy 95.312 (97.295)
Epoch: [6][320/381]	Loss 0.1783 (0.0871)	Accuracy 94.531 (97.262)
Epoch: [6][330/381]	Loss 0.1608 (0.0873)	Accuracy 94.531 (97.241)
Epoch: [6][340/381]	Loss 0.0939 (0.0871)	Accuracy 95.312 (97.248)
Epoch: [6][350/381]	Loss 0.1205 (0.0875)	Accuracy 96.094 (97.229)
Epoch: [6][360/381]	Loss 0.0842 (0.0876)	Accuracy 97.656 (97.239)
Epoch: [6][370/381]	Loss 0.1397 (0.0876)	Accuracy 96.875 (97.239)
Epoch: [6][380/381]	Loss 0.1244 (0.0878)	Accuracy 96.094 (97.246)
Test: [  0/109]	Loss 0.5582 (0.5582)	Accuracy 83.594 (83.594)
Test: [ 10/109]	Loss 1.0480 (0.8434)	Accuracy 78.906 (81.108)
Test: [ 20/109]	Loss 0.9164 (0.8620)	Accuracy 76.562 (80.208)
Test: [ 30/109]	Loss 0.8359 (0.8807)	Accuracy 85.156 (80.040)
Test: [ 40/109]	Loss 0.8228 (0.8645)	Accuracy 80.469 (80.354)
Test: [ 50/109]	Loss 0.5372 (0.8386)	Accuracy 88.281 (80.959)
Test: [ 60/109]	Loss 0.4614 (0.8321)	Accuracy 85.938 (81.160)
Test: [ 70/109]	Loss 1.0158 (0.8429)	Accuracy 77.344 (81.030)
Test: [ 80/109]	Loss 0.7798 (0.8435)	Accuracy 83.594 (81.009)
Test: [ 90/109]	Loss 0.7853 (0.8403)	Accuracy 75.000 (81.027)
Test: [100/109]	Loss 1.3002 (0.8493)	Accuracy 75.000 (81.010)
Current Accuracy: 80.914
The best accuracy: 80.91378784179688
An epoch time: 114.26330208778381s
********************7********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [7][  0/381]	Loss 0.0269 (0.0269)	Accuracy 99.219 (99.219)
Epoch: [7][ 10/381]	Loss 0.0667 (0.0623)	Accuracy 96.875 (98.011)
Epoch: [7][ 20/381]	Loss 0.0566 (0.0562)	Accuracy 97.656 (98.140)
Epoch: [7][ 30/381]	Loss 0.0216 (0.0584)	Accuracy 99.219 (98.110)
Epoch: [7][ 40/381]	Loss 0.0330 (0.0601)	Accuracy 99.219 (98.114)
Epoch: [7][ 50/381]	Loss 0.0828 (0.0640)	Accuracy 96.875 (98.039)
Epoch: [7][ 60/381]	Loss 0.0810 (0.0681)	Accuracy 98.438 (97.964)
Epoch: [7][ 70/381]	Loss 0.0923 (0.0682)	Accuracy 98.438 (97.931)
Epoch: [7][ 80/381]	Loss 0.0267 (0.0663)	Accuracy 99.219 (98.013)
Epoch: [7][ 90/381]	Loss 0.0563 (0.0654)	Accuracy 99.219 (98.060)
Epoch: [7][100/381]	Loss 0.0476 (0.0642)	Accuracy 98.438 (98.035)
Epoch: [7][110/381]	Loss 0.0768 (0.0665)	Accuracy 96.875 (97.973)
Epoch: [7][120/381]	Loss 0.0204 (0.0664)	Accuracy 99.219 (97.966)
Epoch: [7][130/381]	Loss 0.0953 (0.0658)	Accuracy 96.094 (97.972)
Epoch: [7][140/381]	Loss 0.0426 (0.0657)	Accuracy 98.438 (97.978)
Epoch: [7][150/381]	Loss 0.0646 (0.0669)	Accuracy 99.219 (97.925)
Epoch: [7][160/381]	Loss 0.0892 (0.0686)	Accuracy 97.656 (97.855)
Epoch: [7][170/381]	Loss 0.0533 (0.0691)	Accuracy 96.875 (97.830)
Epoch: [7][180/381]	Loss 0.0875 (0.0698)	Accuracy 96.094 (97.799)
Epoch: [7][190/381]	Loss 0.1503 (0.0705)	Accuracy 96.094 (97.799)
Epoch: [7][200/381]	Loss 0.0476 (0.0704)	Accuracy 98.438 (97.808)
Epoch: [7][210/381]	Loss 0.0281 (0.0701)	Accuracy 100.000 (97.838)
Epoch: [7][220/381]	Loss 0.0889 (0.0706)	Accuracy 96.875 (97.815)
Epoch: [7][230/381]	Loss 0.0304 (0.0707)	Accuracy 99.219 (97.808)
Epoch: [7][240/381]	Loss 0.0877 (0.0698)	Accuracy 98.438 (97.841)
Epoch: [7][250/381]	Loss 0.1421 (0.0698)	Accuracy 95.312 (97.837)
Epoch: [7][260/381]	Loss 0.0611 (0.0699)	Accuracy 96.094 (97.821)
Epoch: [7][270/381]	Loss 0.0885 (0.0702)	Accuracy 95.312 (97.821)
Epoch: [7][280/381]	Loss 0.1150 (0.0715)	Accuracy 96.875 (97.790)
Epoch: [7][290/381]	Loss 0.0477 (0.0717)	Accuracy 98.438 (97.788)
Epoch: [7][300/381]	Loss 0.0302 (0.0714)	Accuracy 99.219 (97.802)
Epoch: [7][310/381]	Loss 0.0487 (0.0710)	Accuracy 99.219 (97.809)
Epoch: [7][320/381]	Loss 0.0770 (0.0712)	Accuracy 98.438 (97.797)
Epoch: [7][330/381]	Loss 0.0452 (0.0711)	Accuracy 98.438 (97.791)
Epoch: [7][340/381]	Loss 0.0951 (0.0714)	Accuracy 96.875 (97.773)
Epoch: [7][350/381]	Loss 0.0495 (0.0713)	Accuracy 97.656 (97.776)
Epoch: [7][360/381]	Loss 0.0264 (0.0710)	Accuracy 99.219 (97.780)
Epoch: [7][370/381]	Loss 0.0861 (0.0712)	Accuracy 97.656 (97.789)
Epoch: [7][380/381]	Loss 0.0737 (0.0720)	Accuracy 98.438 (97.777)
Test: [  0/109]	Loss 0.6397 (0.6397)	Accuracy 86.719 (86.719)
Test: [ 10/109]	Loss 0.8790 (0.7516)	Accuracy 83.594 (82.670)
Test: [ 20/109]	Loss 0.8312 (0.7973)	Accuracy 80.469 (81.250)
Test: [ 30/109]	Loss 0.5447 (0.7892)	Accuracy 86.719 (81.552)
Test: [ 40/109]	Loss 0.9435 (0.7917)	Accuracy 75.000 (81.650)
Test: [ 50/109]	Loss 0.6953 (0.7891)	Accuracy 82.031 (81.710)
Test: [ 60/109]	Loss 0.5359 (0.7827)	Accuracy 86.719 (81.916)
Test: [ 70/109]	Loss 0.7362 (0.7946)	Accuracy 82.812 (81.811)
Test: [ 80/109]	Loss 0.8096 (0.7952)	Accuracy 81.250 (81.713)
Test: [ 90/109]	Loss 0.8315 (0.7918)	Accuracy 79.688 (81.739)
Test: [100/109]	Loss 1.1256 (0.7976)	Accuracy 78.125 (81.761)
Current Accuracy: 81.624
The best accuracy: 81.62387084960938
An epoch time: 114.14707064628601s
********************8********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [8][  0/381]	Loss 0.0501 (0.0501)	Accuracy 98.438 (98.438)
Epoch: [8][ 10/381]	Loss 0.0979 (0.0583)	Accuracy 97.656 (98.295)
Epoch: [8][ 20/381]	Loss 0.0372 (0.0525)	Accuracy 98.438 (98.549)
Epoch: [8][ 30/381]	Loss 0.0613 (0.0549)	Accuracy 96.875 (98.488)
Epoch: [8][ 40/381]	Loss 0.0534 (0.0569)	Accuracy 97.656 (98.361)
Epoch: [8][ 50/381]	Loss 0.0906 (0.0582)	Accuracy 97.656 (98.300)
Epoch: [8][ 60/381]	Loss 0.0154 (0.0563)	Accuracy 100.000 (98.322)
Epoch: [8][ 70/381]	Loss 0.0566 (0.0546)	Accuracy 98.438 (98.393)
Epoch: [8][ 80/381]	Loss 0.0238 (0.0563)	Accuracy 98.438 (98.380)
Epoch: [8][ 90/381]	Loss 0.0968 (0.0562)	Accuracy 96.094 (98.352)
Epoch: [8][100/381]	Loss 0.0265 (0.0568)	Accuracy 99.219 (98.360)
Epoch: [8][110/381]	Loss 0.0796 (0.0555)	Accuracy 96.875 (98.374)
Epoch: [8][120/381]	Loss 0.0148 (0.0553)	Accuracy 100.000 (98.379)
Epoch: [8][130/381]	Loss 0.0833 (0.0558)	Accuracy 99.219 (98.372)
Epoch: [8][140/381]	Loss 0.0280 (0.0555)	Accuracy 99.219 (98.410)
Epoch: [8][150/381]	Loss 0.0370 (0.0576)	Accuracy 98.438 (98.365)
Epoch: [8][160/381]	Loss 0.0341 (0.0581)	Accuracy 98.438 (98.350)
Epoch: [8][170/381]	Loss 0.0205 (0.0573)	Accuracy 99.219 (98.360)
Epoch: [8][180/381]	Loss 0.0426 (0.0565)	Accuracy 97.656 (98.394)
Epoch: [8][190/381]	Loss 0.0682 (0.0569)	Accuracy 99.219 (98.364)
Epoch: [8][200/381]	Loss 0.0198 (0.0568)	Accuracy 99.219 (98.352)
Epoch: [8][210/381]	Loss 0.0311 (0.0570)	Accuracy 99.219 (98.341)
Epoch: [8][220/381]	Loss 0.0441 (0.0572)	Accuracy 97.656 (98.339)
Epoch: [8][230/381]	Loss 0.0752 (0.0577)	Accuracy 96.875 (98.309)
Epoch: [8][240/381]	Loss 0.0714 (0.0582)	Accuracy 96.875 (98.298)
Epoch: [8][250/381]	Loss 0.0352 (0.0584)	Accuracy 98.438 (98.294)
Epoch: [8][260/381]	Loss 0.0720 (0.0592)	Accuracy 98.438 (98.279)
Epoch: [8][270/381]	Loss 0.0237 (0.0590)	Accuracy 100.000 (98.288)
Epoch: [8][280/381]	Loss 0.0102 (0.0590)	Accuracy 100.000 (98.279)
Epoch: [8][290/381]	Loss 0.1321 (0.0600)	Accuracy 97.656 (98.271)
Epoch: [8][300/381]	Loss 0.0516 (0.0593)	Accuracy 98.438 (98.287)
Epoch: [8][310/381]	Loss 0.0872 (0.0594)	Accuracy 96.094 (98.274)
Epoch: [8][320/381]	Loss 0.0474 (0.0597)	Accuracy 98.438 (98.260)
Epoch: [8][330/381]	Loss 0.0403 (0.0593)	Accuracy 99.219 (98.272)
Epoch: [8][340/381]	Loss 0.0586 (0.0592)	Accuracy 98.438 (98.268)
Epoch: [8][350/381]	Loss 0.1735 (0.0591)	Accuracy 95.312 (98.271)
Epoch: [8][360/381]	Loss 0.0669 (0.0585)	Accuracy 97.656 (98.282)
Epoch: [8][370/381]	Loss 0.1046 (0.0586)	Accuracy 95.312 (98.275)
Epoch: [8][380/381]	Loss 0.0240 (0.0589)	Accuracy 99.219 (98.257)
Test: [  0/109]	Loss 0.7377 (0.7377)	Accuracy 84.375 (84.375)
Test: [ 10/109]	Loss 1.2201 (1.0190)	Accuracy 78.906 (79.901)
Test: [ 20/109]	Loss 0.8852 (0.9933)	Accuracy 78.125 (79.390)
Test: [ 30/109]	Loss 0.7023 (0.9963)	Accuracy 82.812 (79.461)
Test: [ 40/109]	Loss 1.3103 (0.9837)	Accuracy 69.531 (79.821)
Test: [ 50/109]	Loss 0.8078 (0.9767)	Accuracy 85.938 (80.086)
Test: [ 60/109]	Loss 0.5730 (0.9528)	Accuracy 88.281 (80.443)
Test: [ 70/109]	Loss 0.7215 (0.9543)	Accuracy 80.469 (80.480)
Test: [ 80/109]	Loss 1.0913 (0.9675)	Accuracy 80.469 (80.276)
Test: [ 90/109]	Loss 0.8434 (0.9598)	Accuracy 80.469 (80.366)
Test: [100/109]	Loss 1.2255 (0.9593)	Accuracy 75.781 (80.461)
Current Accuracy: 80.419
The best accuracy: 81.62387084960938
An epoch time: 113.62700486183167s
********************9********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [9][  0/381]	Loss 0.0610 (0.0610)	Accuracy 98.438 (98.438)
Epoch: [9][ 10/381]	Loss 0.0435 (0.0445)	Accuracy 98.438 (98.864)
Epoch: [9][ 20/381]	Loss 0.0567 (0.0578)	Accuracy 98.438 (98.326)
Epoch: [9][ 30/381]	Loss 0.0382 (0.0584)	Accuracy 98.438 (98.311)
Epoch: [9][ 40/381]	Loss 0.0312 (0.0536)	Accuracy 99.219 (98.457)
Epoch: [9][ 50/381]	Loss 0.0125 (0.0541)	Accuracy 100.000 (98.376)
Epoch: [9][ 60/381]	Loss 0.0993 (0.0520)	Accuracy 97.656 (98.399)
Epoch: [9][ 70/381]	Loss 0.0188 (0.0487)	Accuracy 99.219 (98.482)
Epoch: [9][ 80/381]	Loss 0.0327 (0.0472)	Accuracy 98.438 (98.544)
Epoch: [9][ 90/381]	Loss 0.0542 (0.0463)	Accuracy 98.438 (98.541)
Epoch: [9][100/381]	Loss 0.0135 (0.0471)	Accuracy 100.000 (98.523)
Epoch: [9][110/381]	Loss 0.0286 (0.0496)	Accuracy 99.219 (98.480)
Epoch: [9][120/381]	Loss 0.0497 (0.0526)	Accuracy 96.875 (98.412)
Epoch: [9][130/381]	Loss 0.0749 (0.0533)	Accuracy 97.656 (98.396)
Epoch: [9][140/381]	Loss 0.0364 (0.0533)	Accuracy 98.438 (98.382)
Epoch: [9][150/381]	Loss 0.0124 (0.0537)	Accuracy 100.000 (98.406)
Epoch: [9][160/381]	Loss 0.0274 (0.0537)	Accuracy 98.438 (98.394)
Epoch: [9][170/381]	Loss 0.0647 (0.0541)	Accuracy 98.438 (98.378)
Epoch: [9][180/381]	Loss 0.0363 (0.0549)	Accuracy 98.438 (98.377)
Epoch: [9][190/381]	Loss 0.1454 (0.0562)	Accuracy 96.094 (98.327)
Epoch: [9][200/381]	Loss 0.0923 (0.0570)	Accuracy 96.875 (98.294)
Epoch: [9][210/381]	Loss 0.0372 (0.0569)	Accuracy 99.219 (98.293)
Epoch: [9][220/381]	Loss 0.0802 (0.0571)	Accuracy 96.875 (98.289)
Epoch: [9][230/381]	Loss 0.0626 (0.0577)	Accuracy 98.438 (98.265)
Epoch: [9][240/381]	Loss 0.1398 (0.0575)	Accuracy 94.531 (98.272)
Epoch: [9][250/381]	Loss 0.0903 (0.0587)	Accuracy 96.875 (98.238)
Epoch: [9][260/381]	Loss 0.0761 (0.0592)	Accuracy 96.875 (98.210)
Epoch: [9][270/381]	Loss 0.0510 (0.0593)	Accuracy 96.875 (98.192)
Epoch: [9][280/381]	Loss 0.1027 (0.0590)	Accuracy 98.438 (98.198)
Epoch: [9][290/381]	Loss 0.1010 (0.0591)	Accuracy 97.656 (98.209)
Epoch: [9][300/381]	Loss 0.1723 (0.0599)	Accuracy 96.094 (98.199)
Epoch: [9][310/381]	Loss 0.1108 (0.0597)	Accuracy 94.531 (98.179)
Epoch: [9][320/381]	Loss 0.0872 (0.0601)	Accuracy 96.094 (98.172)
Epoch: [9][330/381]	Loss 0.1094 (0.0601)	Accuracy 95.312 (98.168)
Epoch: [9][340/381]	Loss 0.0532 (0.0605)	Accuracy 97.656 (98.156)
Epoch: [9][350/381]	Loss 0.0969 (0.0602)	Accuracy 97.656 (98.170)
Epoch: [9][360/381]	Loss 0.0630 (0.0599)	Accuracy 97.656 (98.169)
Epoch: [9][370/381]	Loss 0.0593 (0.0599)	Accuracy 98.438 (98.170)
Epoch: [9][380/381]	Loss 0.0375 (0.0603)	Accuracy 99.219 (98.163)
Test: [  0/109]	Loss 0.7669 (0.7669)	Accuracy 83.594 (83.594)
Test: [ 10/109]	Loss 1.1000 (0.8857)	Accuracy 81.250 (82.955)
Test: [ 20/109]	Loss 0.8154 (0.8641)	Accuracy 80.469 (82.254)
Test: [ 30/109]	Loss 0.4818 (0.8595)	Accuracy 90.625 (82.560)
Test: [ 40/109]	Loss 1.0344 (0.8647)	Accuracy 82.031 (82.355)
Test: [ 50/109]	Loss 0.7051 (0.8617)	Accuracy 82.031 (82.537)
Test: [ 60/109]	Loss 0.8348 (0.8647)	Accuracy 84.375 (82.569)
Test: [ 70/109]	Loss 0.9756 (0.8827)	Accuracy 79.688 (82.559)
Test: [ 80/109]	Loss 0.9459 (0.8824)	Accuracy 79.688 (82.591)
Test: [ 90/109]	Loss 0.8388 (0.8748)	Accuracy 79.688 (82.606)
Test: [100/109]	Loss 1.1566 (0.8761)	Accuracy 82.031 (82.611)
Current Accuracy: 82.499
The best accuracy: 82.4989242553711
An epoch time: 114.216548204422s
********************10********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [10][  0/381]	Loss 0.0777 (0.0777)	Accuracy 97.656 (97.656)
Epoch: [10][ 10/381]	Loss 0.2274 (0.0675)	Accuracy 95.312 (98.295)
Epoch: [10][ 20/381]	Loss 0.0190 (0.0613)	Accuracy 99.219 (98.214)
Epoch: [10][ 30/381]	Loss 0.0563 (0.0622)	Accuracy 99.219 (98.185)
Epoch: [10][ 40/381]	Loss 0.0346 (0.0583)	Accuracy 99.219 (98.247)
Epoch: [10][ 50/381]	Loss 0.0914 (0.0601)	Accuracy 96.094 (98.162)
Epoch: [10][ 60/381]	Loss 0.0745 (0.0650)	Accuracy 96.875 (98.040)
Epoch: [10][ 70/381]	Loss 0.1440 (0.0634)	Accuracy 96.094 (98.085)
Epoch: [10][ 80/381]	Loss 0.0304 (0.0636)	Accuracy 99.219 (98.119)
Epoch: [10][ 90/381]	Loss 0.0618 (0.0609)	Accuracy 96.875 (98.163)
Epoch: [10][100/381]	Loss 0.0766 (0.0588)	Accuracy 97.656 (98.252)
Epoch: [10][110/381]	Loss 0.1001 (0.0594)	Accuracy 96.094 (98.226)
Epoch: [10][120/381]	Loss 0.1014 (0.0601)	Accuracy 95.312 (98.179)
Epoch: [10][130/381]	Loss 0.0556 (0.0625)	Accuracy 97.656 (98.086)
Epoch: [10][140/381]	Loss 0.0156 (0.0615)	Accuracy 100.000 (98.133)
Epoch: [10][150/381]	Loss 0.1418 (0.0616)	Accuracy 98.438 (98.122)
Epoch: [10][160/381]	Loss 0.0645 (0.0617)	Accuracy 97.656 (98.122)
Epoch: [10][170/381]	Loss 0.0352 (0.0615)	Accuracy 98.438 (98.154)
Epoch: [10][180/381]	Loss 0.0075 (0.0613)	Accuracy 100.000 (98.157)
Epoch: [10][190/381]	Loss 0.0578 (0.0610)	Accuracy 97.656 (98.168)
Epoch: [10][200/381]	Loss 0.0296 (0.0602)	Accuracy 98.438 (98.173)
Epoch: [10][210/381]	Loss 0.0206 (0.0599)	Accuracy 98.438 (98.175)
Epoch: [10][220/381]	Loss 0.0678 (0.0597)	Accuracy 96.875 (98.172)
Epoch: [10][230/381]	Loss 0.0307 (0.0592)	Accuracy 99.219 (98.177)
Epoch: [10][240/381]	Loss 0.0150 (0.0593)	Accuracy 100.000 (98.181)
Epoch: [10][250/381]	Loss 0.0519 (0.0590)	Accuracy 98.438 (98.195)
Epoch: [10][260/381]	Loss 0.0513 (0.0587)	Accuracy 97.656 (98.213)
Epoch: [10][270/381]	Loss 0.0370 (0.0593)	Accuracy 99.219 (98.201)
Epoch: [10][280/381]	Loss 0.0237 (0.0595)	Accuracy 99.219 (98.198)
Epoch: [10][290/381]	Loss 0.0385 (0.0593)	Accuracy 98.438 (98.215)
Epoch: [10][300/381]	Loss 0.0228 (0.0590)	Accuracy 99.219 (98.230)
Epoch: [10][310/381]	Loss 0.0350 (0.0587)	Accuracy 99.219 (98.244)
Epoch: [10][320/381]	Loss 0.0432 (0.0584)	Accuracy 98.438 (98.250)
Epoch: [10][330/381]	Loss 0.0218 (0.0582)	Accuracy 98.438 (98.244)
Epoch: [10][340/381]	Loss 0.0094 (0.0578)	Accuracy 100.000 (98.257)
Epoch: [10][350/381]	Loss 0.0393 (0.0577)	Accuracy 97.656 (98.259)
Epoch: [10][360/381]	Loss 0.0670 (0.0574)	Accuracy 97.656 (98.262)
Epoch: [10][370/381]	Loss 0.1025 (0.0575)	Accuracy 98.438 (98.263)
Epoch: [10][380/381]	Loss 0.0370 (0.0574)	Accuracy 99.219 (98.263)
Test: [  0/109]	Loss 0.7600 (0.7600)	Accuracy 85.156 (85.156)
Test: [ 10/109]	Loss 1.2219 (0.9045)	Accuracy 78.125 (82.528)
Test: [ 20/109]	Loss 0.9288 (0.9300)	Accuracy 81.250 (81.696)
Test: [ 30/109]	Loss 0.5309 (0.9147)	Accuracy 89.062 (81.855)
Test: [ 40/109]	Loss 1.0165 (0.8939)	Accuracy 80.469 (82.241)
Test: [ 50/109]	Loss 0.7827 (0.8810)	Accuracy 82.812 (82.690)
Test: [ 60/109]	Loss 0.7978 (0.8793)	Accuracy 85.156 (82.736)
Test: [ 70/109]	Loss 0.8705 (0.8869)	Accuracy 78.125 (82.548)
Test: [ 80/109]	Loss 0.8533 (0.8890)	Accuracy 81.250 (82.436)
Test: [ 90/109]	Loss 0.8464 (0.8856)	Accuracy 82.812 (82.366)
Test: [100/109]	Loss 1.3517 (0.8926)	Accuracy 78.906 (82.248)
Current Accuracy: 82.140
The best accuracy: 82.4989242553711
An epoch time: 112.89987659454346s
********************11********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [11][  0/381]	Loss 0.1256 (0.1256)	Accuracy 97.656 (97.656)
Epoch: [11][ 10/381]	Loss 0.0678 (0.0424)	Accuracy 98.438 (99.077)
Epoch: [11][ 20/381]	Loss 0.0526 (0.0422)	Accuracy 98.438 (98.884)
Epoch: [11][ 30/381]	Loss 0.0574 (0.0431)	Accuracy 99.219 (98.740)
Epoch: [11][ 40/381]	Loss 0.0649 (0.0494)	Accuracy 96.875 (98.552)
Epoch: [11][ 50/381]	Loss 0.0780 (0.0535)	Accuracy 98.438 (98.483)
Epoch: [11][ 60/381]	Loss 0.0281 (0.0506)	Accuracy 98.438 (98.514)
Epoch: [11][ 70/381]	Loss 0.0533 (0.0495)	Accuracy 98.438 (98.515)
Epoch: [11][ 80/381]	Loss 0.0275 (0.0489)	Accuracy 100.000 (98.544)
Epoch: [11][ 90/381]	Loss 0.0213 (0.0497)	Accuracy 99.219 (98.506)
Epoch: [11][100/381]	Loss 0.0384 (0.0495)	Accuracy 98.438 (98.499)
Epoch: [11][110/381]	Loss 0.1379 (0.0485)	Accuracy 96.094 (98.515)
Epoch: [11][120/381]	Loss 0.0126 (0.0473)	Accuracy 100.000 (98.560)
Epoch: [11][130/381]	Loss 0.0397 (0.0478)	Accuracy 99.219 (98.563)
Epoch: [11][140/381]	Loss 0.1018 (0.0494)	Accuracy 96.094 (98.498)
Epoch: [11][150/381]	Loss 0.1034 (0.0506)	Accuracy 97.656 (98.469)
Epoch: [11][160/381]	Loss 0.0184 (0.0513)	Accuracy 100.000 (98.452)
Epoch: [11][170/381]	Loss 0.0160 (0.0509)	Accuracy 100.000 (98.483)
Epoch: [11][180/381]	Loss 0.1001 (0.0518)	Accuracy 97.656 (98.476)
Epoch: [11][190/381]	Loss 0.0159 (0.0514)	Accuracy 99.219 (98.487)
Epoch: [11][200/381]	Loss 0.0599 (0.0513)	Accuracy 96.875 (98.480)
Epoch: [11][210/381]	Loss 0.0630 (0.0516)	Accuracy 99.219 (98.486)
Epoch: [11][220/381]	Loss 0.0489 (0.0513)	Accuracy 98.438 (98.498)
Epoch: [11][230/381]	Loss 0.0514 (0.0525)	Accuracy 99.219 (98.465)
Epoch: [11][240/381]	Loss 0.0849 (0.0534)	Accuracy 98.438 (98.421)
Epoch: [11][250/381]	Loss 0.0328 (0.0531)	Accuracy 98.438 (98.422)
Epoch: [11][260/381]	Loss 0.0483 (0.0533)	Accuracy 98.438 (98.423)
Epoch: [11][270/381]	Loss 0.0350 (0.0532)	Accuracy 99.219 (98.426)
Epoch: [11][280/381]	Loss 0.0324 (0.0531)	Accuracy 97.656 (98.418)
Epoch: [11][290/381]	Loss 0.0319 (0.0534)	Accuracy 99.219 (98.424)
Epoch: [11][300/381]	Loss 0.0329 (0.0543)	Accuracy 98.438 (98.412)
Epoch: [11][310/381]	Loss 0.0802 (0.0547)	Accuracy 98.438 (98.400)
Epoch: [11][320/381]	Loss 0.0207 (0.0544)	Accuracy 99.219 (98.394)
Epoch: [11][330/381]	Loss 0.0092 (0.0543)	Accuracy 100.000 (98.386)
Epoch: [11][340/381]	Loss 0.0780 (0.0545)	Accuracy 99.219 (98.394)
Epoch: [11][350/381]	Loss 0.0508 (0.0547)	Accuracy 99.219 (98.391)
Epoch: [11][360/381]	Loss 0.1328 (0.0549)	Accuracy 96.094 (98.377)
Epoch: [11][370/381]	Loss 0.1161 (0.0557)	Accuracy 96.875 (98.355)
Epoch: [11][380/381]	Loss 0.0199 (0.0554)	Accuracy 99.219 (98.353)
