dataset=CAER
workers=32
epochs=50
batch_size=128
lr=0.01
lr_image_encoder=1e-05
lr_prompt_learner=0.001
weight_decay=0.0001
momentum=0.9
print_freq=10
milestones=[30, 40]
contexts_number=8
class_token_position=end
class_specific_contexts=True
load_and_tune_prompt_learner=True
text_type=class_descriptor
exper_name=None
seed=1
temporal_layers=1
********************0********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [0][  0/381]	Loss 3.7337 (3.7337)	Accuracy 17.188 (17.188)
Test: [ 40/109]	Loss 1.9540 (1.3979)	Accuracy 47.656 (60.061)
Test: [ 50/109]	Loss 1.3538 (1.3902)	Accuracy 64.844 (60.218)
Test: [ 60/109]	Loss 1.5756 (1.3970)	Accuracy 53.906 (59.849)
Test: [ 70/109]	Loss 1.3694 (1.4012)	Accuracy 65.625 (59.958)
Test: [ 80/109]	Loss 1.5051 (1.3993)	Accuracy 55.469 (60.002)
Test: [ 90/109]	Loss 1.4342 (1.3938)	Accuracy 58.594 (60.156)
Test: [100/109]	Loss 1.3416 (1.3798)	Accuracy 58.594 (60.388)
Current Accuracy: 60.278
The best accuracy: 60.278297424316406
An epoch time: 117.62206673622131s
********************6********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [6][  0/381]	Loss 0.3324 (0.3324)	Accuracy 87.500 (87.500)
Epoch: [6][ 10/381]	Loss 0.2334 (0.2538)	Accuracy 90.625 (91.690)
Epoch: [6][ 20/381]	Loss 0.3281 (0.2533)	Accuracy 93.750 (91.964)
Epoch: [6][ 30/381]	Loss 0.1661 (0.2449)	Accuracy 95.312 (91.935)
Epoch: [6][ 40/381]	Loss 0.2616 (0.2485)	Accuracy 91.406 (91.787)
Epoch: [6][ 50/381]	Loss 0.2471 (0.2522)	Accuracy 91.406 (91.651)
Epoch: [6][ 60/381]	Loss 0.2370 (0.2486)	Accuracy 90.625 (91.765)
Epoch: [6][ 70/381]	Loss 0.1992 (0.2481)	Accuracy 92.188 (91.637)
Epoch: [6][ 80/381]	Loss 0.3207 (0.2524)	Accuracy 88.281 (91.503)
Epoch: [6][ 90/381]	Loss 0.3281 (0.2561)	Accuracy 88.281 (91.260)
Epoch: [6][100/381]	Loss 0.2007 (0.2545)	Accuracy 92.188 (91.275)
Epoch: [6][110/381]	Loss 0.1844 (0.2554)	Accuracy 92.188 (91.132)
Epoch: [6][120/381]	Loss 0.2950 (0.2558)	Accuracy 91.406 (91.038)
Epoch: [6][130/381]	Loss 0.3152 (0.2590)	Accuracy 86.719 (90.887)
Epoch: [6][140/381]	Loss 0.3319 (0.2602)	Accuracy 90.625 (90.852)
Epoch: [6][150/381]	Loss 0.3304 (0.2649)	Accuracy 87.500 (90.661)
Epoch: [6][160/381]	Loss 0.2186 (0.2673)	Accuracy 89.844 (90.567)
Epoch: [6][170/381]	Loss 0.2469 (0.2682)	Accuracy 92.188 (90.579)
Epoch: [6][180/381]	Loss 0.3738 (0.2675)	Accuracy 85.938 (90.578)
Epoch: [6][190/381]	Loss 0.4294 (0.2681)	Accuracy 87.500 (90.588)
Epoch: [6][200/381]	Loss 0.3141 (0.2695)	Accuracy 89.062 (90.489)
Epoch: [6][210/381]	Loss 0.2716 (0.2688)	Accuracy 92.969 (90.566)
Epoch: [6][220/381]	Loss 0.3183 (0.2691)	Accuracy 89.062 (90.558)
Epoch: [6][230/381]	Loss 0.3118 (0.2711)	Accuracy 86.719 (90.486)
Epoch: [6][240/381]	Loss 0.4097 (0.2729)	Accuracy 84.375 (90.427)
Epoch: [6][250/381]	Loss 0.2688 (0.2740)	Accuracy 92.188 (90.395)
Epoch: [6][260/381]	Loss 0.1647 (0.2727)	Accuracy 95.312 (90.442)
Epoch: [6][270/381]	Loss 0.2739 (0.2734)	Accuracy 89.844 (90.417)
Epoch: [6][280/381]	Loss 0.3068 (0.2744)	Accuracy 90.625 (90.383)
Epoch: [6][290/381]	Loss 0.3455 (0.2775)	Accuracy 85.938 (90.249)
Epoch: [6][300/381]	Loss 0.2837 (0.2804)	Accuracy 90.625 (90.137)
Epoch: [6][310/381]	Loss 0.2455 (0.2804)	Accuracy 92.188 (90.143)
Epoch: [6][320/381]	Loss 0.2943 (0.2818)	Accuracy 90.625 (90.087)
Epoch: [6][330/381]	Loss 0.3891 (0.2817)	Accuracy 86.719 (90.051)
Epoch: [6][340/381]	Loss 0.3332 (0.2827)	Accuracy 90.625 (90.020)
Epoch: [6][350/381]	Loss 0.2101 (0.2828)	Accuracy 90.625 (90.008)
Epoch: [6][360/381]	Loss 0.3511 (0.2842)	Accuracy 87.500 (89.989)
Epoch: [6][370/381]	Loss 0.3311 (0.2849)	Accuracy 85.938 (89.949)
Epoch: [6][380/381]	Loss 0.2721 (0.2847)	Accuracy 91.406 (89.971)
Test: [  0/109]	Loss 1.2919 (1.2919)	Accuracy 64.062 (64.062)
Test: [ 10/109]	Loss 1.6670 (1.5016)	Accuracy 58.594 (62.074)
Test: [ 20/109]	Loss 1.3732 (1.5179)	Accuracy 63.281 (61.719)
Test: [ 30/109]	Loss 1.3673 (1.5109)	Accuracy 64.062 (61.694)
Test: [ 40/109]	Loss 2.2049 (1.5366)	Accuracy 47.656 (61.357)
Test: [ 50/109]	Loss 1.0936 (1.5145)	Accuracy 67.188 (61.443)
Test: [ 60/109]	Loss 1.6849 (1.5244)	Accuracy 64.062 (61.386)
Test: [ 70/109]	Loss 1.5650 (1.5244)	Accuracy 61.719 (61.411)
Test: [ 80/109]	Loss 1.7897 (1.5232)	Accuracy 59.375 (61.439)
Test: [ 90/109]	Loss 1.7743 (1.5282)	Accuracy 62.500 (61.521)
Test: [100/109]	Loss 1.4800 (1.5167)	Accuracy 60.156 (61.750)
Current Accuracy: 61.620
The best accuracy: 61.61956787109375
An epoch time: 117.48797941207886s
********************7********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [7][  0/381]	Loss 0.0985 (0.0985)	Accuracy 98.438 (98.438)
Epoch: [7][ 10/381]	Loss 0.1789 (0.1539)	Accuracy 93.750 (94.744)
Epoch: [7][ 20/381]	Loss 0.1124 (0.1526)	Accuracy 96.875 (94.754)
Epoch: [7][ 30/381]	Loss 0.1497 (0.1458)	Accuracy 94.531 (95.010)
Epoch: [7][ 40/381]	Loss 0.1231 (0.1423)	Accuracy 96.094 (95.103)
Epoch: [7][ 50/381]	Loss 0.1498 (0.1508)	Accuracy 92.188 (94.715)
Epoch: [7][ 60/381]	Loss 0.2523 (0.1649)	Accuracy 89.062 (94.198)
Epoch: [7][ 70/381]	Loss 0.1333 (0.1670)	Accuracy 96.094 (94.124)
Epoch: [7][ 80/381]	Loss 0.2355 (0.1678)	Accuracy 91.406 (94.010)
Epoch: [7][ 90/381]	Loss 0.2258 (0.1777)	Accuracy 93.750 (93.741)
Epoch: [7][100/381]	Loss 0.2053 (0.1773)	Accuracy 91.406 (93.765)
Epoch: [7][110/381]	Loss 0.3331 (0.1807)	Accuracy 87.500 (93.673)
Epoch: [7][120/381]	Loss 0.1503 (0.1823)	Accuracy 95.312 (93.653)
Epoch: [7][130/381]	Loss 0.2391 (0.1844)	Accuracy 90.625 (93.583)
Epoch: [7][140/381]	Loss 0.1914 (0.1839)	Accuracy 92.188 (93.589)
Epoch: [7][150/381]	Loss 0.1767 (0.1824)	Accuracy 93.750 (93.626)
Epoch: [7][160/381]	Loss 0.1437 (0.1804)	Accuracy 96.094 (93.682)
Epoch: [7][170/381]	Loss 0.1396 (0.1808)	Accuracy 96.094 (93.686)
Epoch: [7][180/381]	Loss 0.1959 (0.1806)	Accuracy 94.531 (93.728)
Epoch: [7][190/381]	Loss 0.1458 (0.1799)	Accuracy 92.969 (93.721)
Epoch: [7][200/381]	Loss 0.1120 (0.1810)	Accuracy 96.875 (93.668)
Epoch: [7][210/381]	Loss 0.1756 (0.1802)	Accuracy 92.969 (93.698)
Epoch: [7][220/381]	Loss 0.1707 (0.1794)	Accuracy 95.312 (93.729)
Epoch: [7][230/381]	Loss 0.1218 (0.1786)	Accuracy 93.750 (93.736)
Epoch: [7][240/381]	Loss 0.1442 (0.1781)	Accuracy 96.094 (93.756)
Epoch: [7][250/381]	Loss 0.2751 (0.1771)	Accuracy 86.719 (93.772)
Epoch: [7][260/381]	Loss 0.2447 (0.1783)	Accuracy 89.844 (93.753)
Epoch: [7][270/381]	Loss 0.1503 (0.1793)	Accuracy 93.750 (93.707)
Epoch: [7][280/381]	Loss 0.1480 (0.1803)	Accuracy 94.531 (93.692)
Epoch: [7][290/381]	Loss 0.2330 (0.1802)	Accuracy 91.406 (93.712)
Epoch: [7][300/381]	Loss 0.1307 (0.1821)	Accuracy 94.531 (93.657)
Epoch: [7][310/381]	Loss 0.1471 (0.1833)	Accuracy 94.531 (93.607)
Epoch: [7][320/381]	Loss 0.0789 (0.1826)	Accuracy 97.656 (93.636)
Epoch: [7][330/381]	Loss 0.1680 (0.1819)	Accuracy 92.188 (93.667)
Epoch: [7][340/381]	Loss 0.2542 (0.1809)	Accuracy 90.625 (93.686)
Epoch: [7][350/381]	Loss 0.2430 (0.1821)	Accuracy 90.625 (93.641)
Epoch: [7][360/381]	Loss 0.1543 (0.1824)	Accuracy 93.750 (93.618)
Epoch: [7][370/381]	Loss 0.2341 (0.1828)	Accuracy 92.188 (93.588)
Epoch: [7][380/381]	Loss 0.2465 (0.1829)	Accuracy 94.531 (93.598)
Test: [  0/109]	Loss 1.7014 (1.7014)	Accuracy 60.938 (60.938)
Test: [ 10/109]	Loss 2.0200 (1.7957)	Accuracy 58.594 (62.216)
Test: [ 20/109]	Loss 2.0367 (1.8110)	Accuracy 58.594 (62.277)
Test: [ 30/109]	Loss 1.6112 (1.8345)	Accuracy 64.844 (61.870)
Test: [ 40/109]	Loss 2.4694 (1.8678)	Accuracy 51.562 (61.662)
Test: [ 50/109]	Loss 1.8419 (1.8411)	Accuracy 64.062 (62.040)
Test: [ 60/109]	Loss 2.1459 (1.8491)	Accuracy 61.719 (62.154)
Test: [ 70/109]	Loss 2.3625 (1.8573)	Accuracy 56.250 (62.049)
Test: [ 80/109]	Loss 2.0825 (1.8506)	Accuracy 56.250 (61.979)
Test: [ 90/109]	Loss 1.9135 (1.8337)	Accuracy 60.938 (62.225)
Test: [100/109]	Loss 1.6501 (1.8152)	Accuracy 60.156 (62.330)
Current Accuracy: 62.272
The best accuracy: 62.27227020263672
An epoch time: 118.36029744148254s
********************8********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [8][  0/381]	Loss 0.1053 (0.1053)	Accuracy 96.094 (96.094)
Epoch: [8][ 10/381]	Loss 0.1850 (0.0976)	Accuracy 94.531 (96.733)
Epoch: [8][ 20/381]	Loss 0.0816 (0.0954)	Accuracy 96.875 (96.949)
Epoch: [8][ 30/381]	Loss 0.1198 (0.0975)	Accuracy 96.875 (96.900)
Epoch: [8][ 40/381]	Loss 0.0363 (0.0997)	Accuracy 99.219 (96.894)
Epoch: [8][ 50/381]	Loss 0.1730 (0.0973)	Accuracy 92.969 (96.890)
Epoch: [8][ 60/381]	Loss 0.0908 (0.0972)	Accuracy 96.094 (96.888)
Epoch: [8][ 70/381]	Loss 0.0715 (0.0965)	Accuracy 96.094 (96.897)
Epoch: [8][ 80/381]	Loss 0.1228 (0.0960)	Accuracy 92.969 (96.885)
Epoch: [8][ 90/381]	Loss 0.1112 (0.0990)	Accuracy 96.875 (96.755)
Epoch: [8][100/381]	Loss 0.0414 (0.0998)	Accuracy 100.000 (96.713)
Epoch: [8][110/381]	Loss 0.1353 (0.1015)	Accuracy 94.531 (96.622)
Epoch: [8][120/381]	Loss 0.0769 (0.1038)	Accuracy 96.875 (96.539)
Epoch: [8][130/381]	Loss 0.0898 (0.1052)	Accuracy 97.656 (96.499)
Epoch: [8][140/381]	Loss 0.1224 (0.1060)	Accuracy 96.875 (96.487)
Epoch: [8][150/381]	Loss 0.0858 (0.1053)	Accuracy 97.656 (96.508)
Epoch: [8][160/381]	Loss 0.0688 (0.1059)	Accuracy 96.094 (96.443)
Epoch: [8][170/381]	Loss 0.1604 (0.1067)	Accuracy 94.531 (96.404)
Epoch: [8][180/381]	Loss 0.1609 (0.1073)	Accuracy 94.531 (96.370)
Epoch: [8][190/381]	Loss 0.1583 (0.1080)	Accuracy 93.750 (96.351)
Epoch: [8][200/381]	Loss 0.0995 (0.1081)	Accuracy 96.094 (96.343)
Epoch: [8][210/381]	Loss 0.1076 (0.1100)	Accuracy 96.094 (96.279)
Epoch: [8][220/381]	Loss 0.1065 (0.1116)	Accuracy 96.875 (96.217)
Epoch: [8][230/381]	Loss 0.1245 (0.1124)	Accuracy 96.875 (96.182)
Epoch: [8][240/381]	Loss 0.1524 (0.1133)	Accuracy 94.531 (96.152)
Epoch: [8][250/381]	Loss 0.0684 (0.1146)	Accuracy 97.656 (96.119)
Epoch: [8][260/381]	Loss 0.1003 (0.1137)	Accuracy 96.875 (96.139)
Epoch: [8][270/381]	Loss 0.1713 (0.1133)	Accuracy 92.969 (96.149)
Epoch: [8][280/381]	Loss 0.1861 (0.1129)	Accuracy 96.875 (96.177)
Epoch: [8][290/381]	Loss 0.2016 (0.1140)	Accuracy 94.531 (96.147)
Epoch: [8][300/381]	Loss 0.0337 (0.1137)	Accuracy 100.000 (96.146)
Epoch: [8][310/381]	Loss 0.0657 (0.1135)	Accuracy 96.875 (96.131)
Epoch: [8][320/381]	Loss 0.0346 (0.1137)	Accuracy 98.438 (96.103)
Epoch: [8][330/381]	Loss 0.1463 (0.1144)	Accuracy 94.531 (96.075)
Epoch: [8][340/381]	Loss 0.1541 (0.1155)	Accuracy 92.188 (96.023)
Epoch: [8][350/381]	Loss 0.1541 (0.1161)	Accuracy 93.750 (95.989)
Epoch: [8][360/381]	Loss 0.1485 (0.1168)	Accuracy 94.531 (95.979)
Epoch: [8][370/381]	Loss 0.1096 (0.1171)	Accuracy 97.656 (95.978)
Epoch: [8][380/381]	Loss 0.1077 (0.1170)	Accuracy 96.875 (95.971)
Test: [  0/109]	Loss 1.6246 (1.6246)	Accuracy 68.750 (68.750)
Test: [ 10/109]	Loss 2.1550 (1.9144)	Accuracy 60.156 (64.844)
Test: [ 20/109]	Loss 2.1542 (1.9038)	Accuracy 60.938 (64.100)
Test: [ 30/109]	Loss 1.7164 (1.9482)	Accuracy 65.625 (63.155)
Test: [ 40/109]	Loss 2.6201 (1.9620)	Accuracy 51.562 (62.424)
Test: [ 50/109]	Loss 1.8549 (1.9415)	Accuracy 64.844 (62.592)
Test: [ 60/109]	Loss 2.3460 (1.9415)	Accuracy 58.594 (62.526)
Test: [ 70/109]	Loss 2.1662 (1.9249)	Accuracy 61.719 (62.676)
Test: [ 80/109]	Loss 2.0321 (1.9107)	Accuracy 64.062 (63.069)
Test: [ 90/109]	Loss 1.9993 (1.9130)	Accuracy 61.719 (63.127)
Test: [100/109]	Loss 1.9676 (1.8965)	Accuracy 60.938 (63.157)
Current Accuracy: 63.111
The best accuracy: 63.1114616394043
An epoch time: 122.20577955245972s
********************9********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [9][  0/381]	Loss 0.0587 (0.0587)	Accuracy 96.875 (96.875)
Epoch: [9][ 10/381]	Loss 0.0518 (0.0915)	Accuracy 97.656 (96.662)
Epoch: [9][ 20/381]	Loss 0.0418 (0.0858)	Accuracy 99.219 (97.098)
Epoch: [9][ 30/381]	Loss 0.1636 (0.0930)	Accuracy 93.750 (96.925)
Epoch: [9][ 40/381]	Loss 0.0406 (0.0864)	Accuracy 97.656 (97.104)
Epoch: [9][ 50/381]	Loss 0.0579 (0.0861)	Accuracy 97.656 (97.120)
Epoch: [9][ 60/381]	Loss 0.1245 (0.0871)	Accuracy 96.875 (97.118)
Epoch: [9][ 70/381]	Loss 0.0369 (0.0837)	Accuracy 98.438 (97.194)
Epoch: [9][ 80/381]	Loss 0.0604 (0.0821)	Accuracy 96.875 (97.145)
Epoch: [9][ 90/381]	Loss 0.1009 (0.0854)	Accuracy 97.656 (97.107)
Epoch: [9][100/381]	Loss 0.0977 (0.0916)	Accuracy 96.094 (96.875)
Epoch: [9][110/381]	Loss 0.1086 (0.0924)	Accuracy 96.094 (96.868)
Epoch: [9][120/381]	Loss 0.0794 (0.0950)	Accuracy 96.094 (96.746)
Epoch: [9][130/381]	Loss 0.1160 (0.0969)	Accuracy 94.531 (96.672)
Epoch: [9][140/381]	Loss 0.0533 (0.0964)	Accuracy 97.656 (96.670)
Epoch: [9][150/381]	Loss 0.0985 (0.0959)	Accuracy 96.875 (96.694)
Epoch: [9][160/381]	Loss 0.0957 (0.0957)	Accuracy 97.656 (96.725)
Epoch: [9][170/381]	Loss 0.0756 (0.0967)	Accuracy 97.656 (96.715)
Epoch: [9][180/381]	Loss 0.0855 (0.0953)	Accuracy 97.656 (96.780)
Epoch: [9][190/381]	Loss 0.1324 (0.0959)	Accuracy 95.312 (96.797)
Epoch: [9][200/381]	Loss 0.0948 (0.0957)	Accuracy 96.094 (96.805)
Epoch: [9][210/381]	Loss 0.0499 (0.0956)	Accuracy 97.656 (96.823)
Epoch: [9][220/381]	Loss 0.0786 (0.0950)	Accuracy 96.875 (96.840)
Epoch: [9][230/381]	Loss 0.1892 (0.0964)	Accuracy 96.875 (96.801)
Epoch: [9][240/381]	Loss 0.1229 (0.0972)	Accuracy 94.531 (96.784)
Epoch: [9][250/381]	Loss 0.0829 (0.0983)	Accuracy 96.094 (96.735)
Epoch: [9][260/381]	Loss 0.1678 (0.0984)	Accuracy 95.312 (96.728)
Epoch: [9][270/381]	Loss 0.1109 (0.0984)	Accuracy 95.312 (96.731)
Epoch: [9][280/381]	Loss 0.0653 (0.0984)	Accuracy 98.438 (96.725)
Epoch: [9][290/381]	Loss 0.0666 (0.0984)	Accuracy 97.656 (96.722)
Epoch: [9][300/381]	Loss 0.2043 (0.0994)	Accuracy 93.750 (96.683)
Epoch: [9][310/381]	Loss 0.0787 (0.0995)	Accuracy 96.875 (96.664)
Epoch: [9][320/381]	Loss 0.0798 (0.0996)	Accuracy 96.875 (96.663)
Epoch: [9][330/381]	Loss 0.0699 (0.0989)	Accuracy 96.875 (96.667)
Epoch: [9][340/381]	Loss 0.0976 (0.0986)	Accuracy 97.656 (96.669)
Epoch: [9][350/381]	Loss 0.1163 (0.0986)	Accuracy 95.312 (96.666)
Epoch: [9][360/381]	Loss 0.1042 (0.0990)	Accuracy 96.875 (96.650)
Epoch: [9][370/381]	Loss 0.0863 (0.0995)	Accuracy 95.312 (96.631)
Epoch: [9][380/381]	Loss 0.1076 (0.1002)	Accuracy 94.531 (96.604)
Test: [  0/109]	Loss 1.9194 (1.9194)	Accuracy 67.188 (67.188)
Test: [ 10/109]	Loss 2.0654 (1.9771)	Accuracy 59.375 (62.926)
Test: [ 20/109]	Loss 2.0675 (1.9322)	Accuracy 62.500 (63.802)
Test: [ 30/109]	Loss 1.8638 (1.9211)	Accuracy 67.188 (63.911)
Test: [ 40/109]	Loss 2.6220 (1.9351)	Accuracy 54.688 (63.377)
Test: [ 50/109]	Loss 1.4537 (1.8985)	Accuracy 66.406 (63.756)
Test: [ 60/109]	Loss 2.0603 (1.9142)	Accuracy 60.938 (63.550)
Test: [ 70/109]	Loss 2.1343 (1.9062)	Accuracy 60.156 (63.556)
Test: [ 80/109]	Loss 2.0132 (1.8886)	Accuracy 60.938 (63.735)
Test: [ 90/109]	Loss 1.9621 (1.8837)	Accuracy 62.500 (63.942)
Test: [100/109]	Loss 1.8023 (1.8683)	Accuracy 64.062 (64.240)
Current Accuracy: 64.259
The best accuracy: 64.25907135009766
An epoch time: 118.90253138542175s
********************10********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [10][  0/381]	Loss 0.1200 (0.1200)	Accuracy 94.531 (94.531)
Epoch: [10][ 10/381]	Loss 0.0443 (0.0775)	Accuracy 98.438 (97.301)
Epoch: [10][ 20/381]	Loss 0.2256 (0.0815)	Accuracy 95.312 (97.210)
Epoch: [10][ 30/381]	Loss 0.1540 (0.0808)	Accuracy 97.656 (97.253)
Epoch: [10][ 40/381]	Loss 0.0778 (0.0769)	Accuracy 97.656 (97.466)
Epoch: [10][ 50/381]	Loss 0.1045 (0.0750)	Accuracy 96.875 (97.549)
Epoch: [10][ 60/381]	Loss 0.0530 (0.0723)	Accuracy 98.438 (97.643)
Epoch: [10][ 70/381]	Loss 0.2023 (0.0710)	Accuracy 96.094 (97.700)
Epoch: [10][ 80/381]	Loss 0.0357 (0.0703)	Accuracy 99.219 (97.714)
Epoch: [10][ 90/381]	Loss 0.1419 (0.0716)	Accuracy 95.312 (97.630)
Epoch: [10][100/381]	Loss 0.0818 (0.0735)	Accuracy 97.656 (97.571)
Epoch: [10][110/381]	Loss 0.0832 (0.0756)	Accuracy 96.875 (97.515)
Epoch: [10][120/381]	Loss 0.1533 (0.0776)	Accuracy 93.750 (97.411)
Epoch: [10][130/381]	Loss 0.0728 (0.0765)	Accuracy 97.656 (97.471)
Epoch: [10][140/381]	Loss 0.0589 (0.0757)	Accuracy 98.438 (97.462)
Epoch: [10][150/381]	Loss 0.0416 (0.0760)	Accuracy 98.438 (97.439)
Epoch: [10][160/381]	Loss 0.1090 (0.0766)	Accuracy 98.438 (97.414)
Epoch: [10][170/381]	Loss 0.1578 (0.0776)	Accuracy 94.531 (97.391)
Epoch: [10][180/381]	Loss 0.0878 (0.0802)	Accuracy 96.875 (97.285)
Epoch: [10][190/381]	Loss 0.1084 (0.0802)	Accuracy 96.875 (97.272)
Epoch: [10][200/381]	Loss 0.1257 (0.0807)	Accuracy 96.875 (97.271)
Epoch: [10][210/381]	Loss 0.0999 (0.0812)	Accuracy 96.875 (97.264)
Epoch: [10][220/381]	Loss 0.0624 (0.0811)	Accuracy 96.875 (97.243)
Epoch: [10][230/381]	Loss 0.0821 (0.0818)	Accuracy 96.875 (97.223)
Epoch: [10][240/381]	Loss 0.1632 (0.0824)	Accuracy 95.312 (97.202)
Epoch: [10][250/381]	Loss 0.0376 (0.0821)	Accuracy 99.219 (97.199)
Epoch: [10][260/381]	Loss 0.0858 (0.0826)	Accuracy 96.875 (97.189)
Epoch: [10][270/381]	Loss 0.0438 (0.0823)	Accuracy 98.438 (97.198)
Epoch: [10][280/381]	Loss 0.0688 (0.0833)	Accuracy 97.656 (97.167)
Epoch: [10][290/381]	Loss 0.0520 (0.0829)	Accuracy 97.656 (97.165)
Epoch: [10][300/381]	Loss 0.1090 (0.0833)	Accuracy 96.094 (97.163)
Epoch: [10][310/381]	Loss 0.0903 (0.0834)	Accuracy 96.875 (97.174)
Epoch: [10][320/381]	Loss 0.1566 (0.0839)	Accuracy 92.969 (97.155)
Epoch: [10][330/381]	Loss 0.0842 (0.0839)	Accuracy 96.094 (97.146)
Epoch: [10][340/381]	Loss 0.0117 (0.0839)	Accuracy 99.219 (97.134)
Epoch: [10][350/381]	Loss 0.1030 (0.0834)	Accuracy 94.531 (97.147)
Epoch: [10][360/381]	Loss 0.2275 (0.0839)	Accuracy 94.531 (97.141)
Epoch: [10][370/381]	Loss 0.1436 (0.0845)	Accuracy 92.969 (97.111)
Epoch: [10][380/381]	Loss 0.0894 (0.0852)	Accuracy 97.656 (97.101)
Test: [  0/109]	Loss 1.5573 (1.5573)	Accuracy 66.406 (66.406)
Test: [ 10/109]	Loss 1.9578 (2.0127)	Accuracy 64.062 (63.920)
Test: [ 20/109]	Loss 2.0825 (1.9637)	Accuracy 65.625 (63.765)
Test: [ 30/109]	Loss 1.9682 (1.9974)	Accuracy 62.500 (63.432)
Test: [ 40/109]	Loss 2.9399 (2.0088)	Accuracy 54.688 (63.415)
Test: [ 50/109]	Loss 1.5916 (1.9749)	Accuracy 65.625 (63.756)
Test: [ 60/109]	Loss 1.9284 (1.9982)	Accuracy 64.844 (63.512)
Test: [ 70/109]	Loss 2.4752 (2.0080)	Accuracy 58.594 (63.424)
Test: [ 80/109]	Loss 2.0942 (1.9908)	Accuracy 63.281 (63.619)
Test: [ 90/109]	Loss 2.2656 (1.9876)	Accuracy 59.375 (63.788)
Test: [100/109]	Loss 2.0380 (1.9742)	Accuracy 59.375 (63.830)
Current Accuracy: 63.843
The best accuracy: 64.25907135009766
An epoch time: 117.52974104881287s
********************11********************
Current learning rate: 0.01 1e-05 0.001
Epoch: [11][  0/381]	Loss 0.0735 (0.0735)	Accuracy 97.656 (97.656)
Epoch: [11][ 10/381]	Loss 0.0470 (0.0413)	Accuracy 98.438 (98.793)
Epoch: [11][ 20/381]	Loss 0.0063 (0.0412)	Accuracy 100.000 (98.698)
Epoch: [11][ 30/381]	Loss 0.0338 (0.0465)	Accuracy 98.438 (98.614)
Epoch: [11][ 40/381]	Loss 0.0170 (0.0449)	Accuracy 99.219 (98.647)
Epoch: [11][ 50/381]	Loss 0.0251 (0.0503)	Accuracy 99.219 (98.468)
Epoch: [11][ 60/381]	Loss 0.0762 (0.0499)	Accuracy 97.656 (98.476)
Epoch: [11][ 70/381]	Loss 0.0801 (0.0509)	Accuracy 97.656 (98.415)
Epoch: [11][ 80/381]	Loss 0.0310 (0.0533)	Accuracy 99.219 (98.312)
Epoch: [11][ 90/381]	Loss 0.0519 (0.0540)	Accuracy 98.438 (98.266)
Epoch: [11][100/381]	Loss 0.0636 (0.0546)	Accuracy 96.875 (98.205)
Epoch: [11][110/381]	Loss 0.1255 (0.0570)	Accuracy 95.312 (98.121)
Epoch: [11][120/381]	Loss 0.0546 (0.0567)	Accuracy 98.438 (98.121)
Epoch: [11][130/381]	Loss 0.0469 (0.0597)	Accuracy 98.438 (98.044)
Epoch: [11][140/381]	Loss 0.0710 (0.0602)	Accuracy 99.219 (98.011)
Epoch: [11][150/381]	Loss 0.0864 (0.0609)	Accuracy 97.656 (98.003)
Epoch: [11][160/381]	Loss 0.0453 (0.0613)	Accuracy 99.219 (97.991)
Epoch: [11][170/381]	Loss 0.0734 (0.0610)	Accuracy 97.656 (98.003)
Epoch: [11][180/381]	Loss 0.0620 (0.0607)	Accuracy 98.438 (98.002)
Epoch: [11][190/381]	Loss 0.0175 (0.0608)	Accuracy 100.000 (98.008)
Epoch: [11][200/381]	Loss 0.0760 (0.0606)	Accuracy 97.656 (98.014)
Epoch: [11][210/381]	Loss 0.0180 (0.0609)	Accuracy 100.000 (98.027)
Epoch: [11][220/381]	Loss 0.0608 (0.0614)	Accuracy 99.219 (98.006)
Epoch: [11][230/381]	Loss 0.0632 (0.0613)	Accuracy 98.438 (98.005)
Epoch: [11][240/381]	Loss 0.1031 (0.0625)	Accuracy 96.094 (97.964)
Epoch: [11][250/381]	Loss 0.0946 (0.0628)	Accuracy 96.094 (97.939)
Epoch: [11][260/381]	Loss 0.0797 (0.0636)	Accuracy 97.656 (97.902)
Epoch: [11][270/381]	Loss 0.0823 (0.0640)	Accuracy 98.438 (97.893)
Epoch: [11][280/381]	Loss 0.1109 (0.0653)	Accuracy 97.656 (97.829)
Epoch: [11][290/381]	Loss 0.0669 (0.0655)	Accuracy 96.875 (97.817)
Epoch: [11][300/381]	Loss 0.0693 (0.0656)	Accuracy 97.656 (97.815)
Epoch: [11][310/381]	Loss 0.1338 (0.0666)	Accuracy 96.094 (97.794)
Epoch: [11][320/381]	Loss 0.0989 (0.0673)	Accuracy 96.875 (97.780)
Epoch: [11][330/381]	Loss 0.0622 (0.0677)	Accuracy 96.875 (97.767)
Epoch: [11][340/381]	Loss 0.0595 (0.0681)	Accuracy 96.875 (97.741)
Epoch: [11][350/381]	Loss 0.1463 (0.0687)	Accuracy 94.531 (97.714)
Epoch: [11][360/381]	Loss 0.0842 (0.0692)	Accuracy 96.875 (97.700)
Epoch: [11][370/381]	Loss 0.0908 (0.0697)	Accuracy 96.875 (97.694)
Epoch: [11][380/381]	Loss 0.1157 (0.0704)	Accuracy 97.656 (97.669)
